customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
WW30771,AZ,Male,Master,2673.3196000000003,28728.0,67.0,0,Personal Auto,Four-Door Car,321.6
QP65569,AZ,Male,High School or Below,12157.3299,57449.0,103.0,0,Personal Auto,Four-Door Car,494.4
TN50051,CA,Female,Doctor,2957.764,83318.0,73.0,0,Personal Auto,Two-Door Car,211.336937
UO86707,WA,Male,Bachelor,7173.9094,75217.0,61.0,1,Personal Auto,Four-Door Car,147.080303
JA41698,NV,Male,Bachelor,3099.538,41390.31196581197,102.0,5,Corporate Auto,SUV,862.762957
NX18774,OR,Male,Bachelor,8415.6846,55308.0,107.0,0,Corporate Auto,SUV,513.6
DA69469,OR,Female,College,26843.1245,36068.0,97.0,0,Personal Auto,Two-Door Car,113.367765
CN23147,OR,Male,Bachelor,13057.1707,48804.0,112.0,1,Corporate Auto,Four-Door Car,537.6
RA68844,OR,Male,College,9599.9502,0.0,131.0,0,Personal Auto,SUV,943.2
GH42026,OR,Male,Bachelor,8535.1089,55790.0,111.0,0,Personal Auto,SUV,117.672722
BD16530,AZ,Female,Bachelor,8293.481899999999,70258.0,69.0,0,Personal Auto,Four-Door Car,225.145949
JH91579,OR,Female,Bachelor,6846.1503,0.0,95.0,0,Personal Auto,Two-Door Car,456.0
WK23685,OR,Female,Bachelor,6636.8598,47274.0,83.0,1,Corporate Auto,Four-Door Car,182.432565
GR62267,WA,Female,College,5609.0825,44705.0,71.0,0,Personal Auto,Two-Door Car,148.173152
PI78084,AZ,Male,High School or Below,5077.320900000001,0.0,73.0,0,Personal Auto,Two-Door Car,525.6
GF97874,WA,Female,Master,5275.6269999999995,70446.0,65.0,0,Personal Auto,Four-Door Car,155.570802
ZH19885,WA,Female,High School or Below,2514.592,43860.0,65.0,0,Personal Auto,Four-Door Car,156.124914
UK25655,OR,Female,Bachelor,3435.2501,64348.0,86.0,0,Personal Auto,Two-Door Car,212.391975
QR45101,OR,Male,Bachelor,6624.611800000001,41390.31196581197,62.0,0,Corporate Auto,Two-Door Car,297.6
EL93539,CA,Male,Master,5757.4423,88997.0,72.0,0,Special Auto,Four-Door Car,174.041566
EE99484,WA,Female,High School or Below,2514.592,43860.0,65.0,0,Corporate Auto,Four-Door Car,156.124914
DP46882,CA,Female,High School or Below,2886.4516,10312.0,78.0,0,Corporate Auto,Four-Door Car,486.278557
WP41146,CA,Female,High School or Below,5341.4388,0.0,72.0,1,Personal Auto,Four-Door Car,345.6
TK60799,AZ,Female,High School or Below,4160.0181,96263.0,103.0,0,Personal Auto,SUV,1.924709
DN29808,CA,Female,College,2846.2454,28919.0,72.0,0,Corporate Auto,Four-Door Car,518.4
SS59521,OR,Female,College,4770.2566,0.0,68.0,1,Personal Auto,Two-Door Car,326.4
NG66579,OR,Male,Bachelor,5059.6162,41869.0,64.0,0,Personal Auto,Two-Door Car,262.12205
TC14209,AZ,Female,High School or Below,9095.7446,0.0,128.0,0,Personal Auto,SUV,921.6
ED50963,CA,Female,High School or Below,2688.864,32808.0,68.0,1,Personal Auto,Four-Door Car,541.695658
GP40701,CA,Female,Bachelor,8277.6376,79780.0,68.0,0,Personal Auto,Four-Door Car,326.4
CP98451,OR,Female,College,9057.935300000001,91025.0,112.0,0,Personal Auto,SUV,327.682669
NX52648,CA,Female,High School or Below,3801.7504,33043.0,95.0,0,Personal Auto,Two-Door Car,456.0
ZC32510,AZ,Male,High School or Below,9339.3416,69442.0,118.0,3,Personal Auto,Four-Door Car,1265.570302
NG27780,OR,Male,College,2520.1232,41390.31196581197,70.0,0,Corporate Auto,Four-Door Car,63.043197
HN95240,AZ,Female,College,4984.0953,41390.31196581197,70.0,0,Corporate Auto,Four-Door Car,336.0
EB59129,OR,Female,Bachelor,2595.748,47234.0,65.0,0,Personal Auto,Four-Door Car,15.631363
RA70851,OR,Male,High School or Below,7437.6933,86863.0,92.0,0,Personal Auto,Four-Door Car,441.6
PM19162,OR,Male,Bachelor,14536.7876,25805.0,66.0,2,Personal Auto,Four-Door Car,375.866091
MS59005,NV,Male,Bachelor,5913.305899999999,43676.0,76.0,0,Personal Auto,Four-Door Car,364.8
SU71163,AZ,Male,College,2771.663,59855.0,74.0,4,Personal Auto,Two-Door Car,355.2
BD35676,AZ,Male,Master,29194.366400000003,35296.0,126.0,0,Personal Auto,SUV,452.616872
NI44621,OR,Female,Master,9880.3858,36576.0,125.0,1,Personal Auto,SUV,113.450122
EW33419,CA,Female,High School or Below,15114.402399999999,28513.0,100.0,1,Corporate Auto,SUV,480.0
HX44948,OR,Male,Bachelor,5759.9108,85448.0,72.0,0,Special Auto,Four-Door Car,16.03451
DL36983,OR,Female,High School or Below,8495.164200000001,23791.0,110.0,3,Personal Auto,Two-Door Car,615.27228
XR87264,CA,Female,Bachelor,4381.1842,20597.0,112.0,0,Personal Auto,Four-Door Car,615.256301
NN99001,AZ,Female,College,6997.8274,56940.0,87.0,0,Personal Auto,Four-Door Car,512.66245
XV95530,OR,Male,Bachelor,11430.588500000002,93210.0,71.0,0,Personal Auto,Two-Door Car,74.523935
OL97871,OR,Female,Bachelor,7482.4861,48992.0,94.0,1,Personal Auto,Four-Door Car,426.072946
HQ23708,AZ,Female,Master,8596.9166,53736.0,71.0,0,Personal Auto,Two-Door Car,169.287785
WR63188,AZ,Male,College,7854.9608,25378.0,66.0,1,Personal Auto,Four-Door Car,419.464143
NG82219,OR,Female,Bachelor,2582.4085,76731.0,64.0,0,Personal Auto,Four-Door Car,201.455005
KU29408,WA,Male,Master,9075.768199999999,37722.0,116.0,0,Corporate Auto,Sports Car,158.077504
RE46783,CA,Female,Bachelor,4118.5886,69379.0,103.0,0,Personal Auto,Two-Door Car,494.4
RU94434,OR,Male,High School or Below,12157.3299,57449.0,103.0,0,Personal Auto,Four-Door Car,494.4
GI82355,AZ,Male,Bachelor,5152.8196,41390.31196581197,68.0,0,Corporate Auto,Four-Door Car,326.4
VO26340,NV,Male,College,6512.976500000001,0.0,93.0,0,Personal Auto,Two-Door Car,669.6
NV61299,AZ,Female,Bachelor,27789.692400000004,33806.0,89.0,0,Corporate Auto,Four-Door Car,395.729716
DX31066,WA,Female,College,2667.27,94041.0,66.0,0,Personal Auto,Four-Door Car,159.756733
CY50337,OR,Female,College,10928.4071,74965.0,90.0,0,Personal Auto,Four-Door Car,58.557552
TJ20375,AZ,Female,High School or Below,7615.3813,34095.0,63.0,0,Personal Auto,Two-Door Car,302.4
EP72155,CA,Female,College,2004.3507,0.0,66.0,4,Personal Auto,Four-Door Car,316.8
JJ76159,CA,Male,College,2434.6812,96045.0,61.0,0,Corporate Auto,Four-Door Car,8.582971
BG15419,NV,Female,Bachelor,14195.3603,86355.0,118.0,0,Personal Auto,Sports Car,285.418473
AO74776,CA,Female,High School or Below,9427.6849,27824.0,118.0,0,Personal Auto,SUV,566.4
HQ82233,CA,Male,High School or Below,11982.420900000001,42995.0,101.0,0,Personal Auto,SUV,410.508316
OL72737,OR,Female,High School or Below,3102.7895000000003,21235.0,79.0,0,Personal Auto,Two-Door Car,244.23135
ZQ59828,CA,Male,High School or Below,4222.6312,74585.0,106.0,0,Personal Auto,SUV,218.598065
NZ15548,OR,Male,Bachelor,4023.8144,41833.0,103.0,0,Personal Auto,Four-Door Car,643.826716
XK61304,CA,Female,College,5297.151800000001,23908.0,70.0,0,Personal Auto,Four-Door Car,336.0
EJ44139,OR,Male,Bachelor,21423.6372,0.0,65.0,0,Personal Auto,Two-Door Car,312.0
CM94425,AZ,Male,Bachelor,4416.2062,61953.0,113.0,0,Personal Auto,SUV,497.047297
OV54878,CA,Male,Bachelor,4639.0352,41390.31196581197,142.0,0,Corporate Auto,SUV,1022.4
JF57282,NV,Male,Bachelor,4863.5446,0.0,137.0,0,Personal Auto,SUV,657.6
MY37953,AZ,Female,Bachelor,25830.9098,73760.0,107.0,1,Personal Auto,Sports Car,230.245772
XP64922,OR,Female,College,2974.3149,23333.0,74.0,0,Corporate Auto,Four-Door Car,5.622751
WL65572,CA,Male,College,2064.4588,0.0,61.0,0,Personal Auto,Four-Door Car,292.8
LN50325,AZ,Female,High School or Below,10064.6083,20440.0,128.0,2,Corporate Auto,Sports Car,614.4
HJ15383,WA,Male,Master,8032.4019,27658.0,68.0,0,Personal Auto,Four-Door Car,160.07526
KH59823,CA,Male,College,5489.2141,50943.0,139.0,0,Special Auto,SUV,667.2
YM79169,CA,Male,Bachelor,2612.7567,19003.0,71.0,0,Personal Auto,Two-Door Car,34.651305
DR38127,CA,Male,College,8573.4639,46703.0,108.0,0,Personal Auto,Four-Door Car,678.100487
PU42145,CA,Male,Bachelor,24127.504,14072.0,71.0,0,Personal Auto,Four-Door Car,511.2
KM33477,OR,Male,College,8550.3866,21733.0,73.0,0,Corporate Auto,Four-Door Car,525.6
RI53167,AZ,Male,Bachelor,2308.6479999999997,20811.0,61.0,0,Personal Auto,Four-Door Car,292.8
OF77789,AZ,Female,High School or Below,4254.6207,11904.0,61.0,2,Personal Auto,Two-Door Car,292.8
YB33445,OR,Female,College,8982.850400000001,43490.0,114.0,4,Corporate Auto,SUV,174.588413
BA17836,CA,Male,High School or Below,7868.166,57340.0,67.0,0,Corporate Auto,Four-Door Car,159.391681
JS43228,CA,Male,College,7704.2487,49088.0,97.0,0,Corporate Auto,Four-Door Car,698.4
BB11622,NV,Male,Master,10552.17,47761.0,131.0,0,Personal Auto,SUV,232.711071
HQ70429,WA,Female,College,16045.109499999999,0.0,65.0,0,Personal Auto,Two-Door Car,163.046956
WK88044,AZ,Male,Bachelor,8737.8375,61281.0,110.0,0,Personal Auto,SUV,79.865605
LA80525,NV,Male,Bachelor,5454.8907,41390.31196581197,82.0,1,Corporate Auto,Two-Door Car,393.6
EH16250,AZ,Male,Bachelor,7705.283299999999,25290.0,66.0,0,Personal Auto,Four-Door Car,382.085897
PU41872,AZ,Female,High School or Below,7039.2624,24239.0,88.0,0,Personal Auto,Four-Door Car,48.348319
HB85743,CA,Male,Bachelor,8838.0856,82664.0,114.0,3,Personal Auto,SUV,133.425609
MM71959,AZ,Male,Bachelor,8733.5273,83210.0,110.0,0,Personal Auto,Sports Car,528.0
MB83663,OR,Female,Bachelor,9597.4748,38736.0,81.0,0,Personal Auto,Two-Door Car,561.414794
KR43119,CA,Male,College,4506.6602,0.0,66.0,0,Personal Auto,Four-Door Car,316.8
KH24214,OR,Male,College,17857.9723,55437.0,64.0,1,Personal Auto,Four-Door Car,445.287788
AC40767,WA,Male,Bachelor,2497.8082,68041.0,6464.0,0,Personal Auto,Two-Door Car,165.570243
HP55391,OR,Male,Master,5426.1362,41390.31196581197,71.0,0,Corporate Auto,Four-Door Car,407.99684
EG62398,CA,Female,High School or Below,7998.1438,29066.0,100.0,0,Personal Auto,SUV,844.229478
VS19949,NV,Male,Bachelor,2897.6207,54337.0,72.0,0,Personal Auto,Four-Door Car,345.6
AM92343,OR,Female,High School or Below,11599.502199999999,67616.0,96.0,0,Personal Auto,Four-Door Car,340.306584
GI68556,CA,Female,Bachelor,15147.9306,41082.0,63.0,0,Personal Auto,Two-Door Car,106.647493
JT11876,WA,Female,High School or Below,5435.7678000000005,0.0,10202.0,0,Personal Auto,Four-Door Car,626.116259
XR64251,NV,Female,Master,2725.3564,36650.0,69.0,1,Personal Auto,Four-Door Car,56.60333
MK34957,OR,Female,College,13297.7123,50631.0,112.0,4,Special Auto,SUV,784.65781
GP18756,CA,Male,College,9927.0497,19592.0,92.0,0,Personal Auto,Four-Door Car,441.6
AP23850,WA,Female,High School or Below,17771.549,0.0,114.0,0,Personal Auto,Two-Door Car,547.2
KQ65521,AZ,Female,College,18269.2702,55761.0,115.0,0,Personal Auto,Sports Car,86.27772
EJ19449,CA,Female,College,2722.2107,17576.0,71.0,0,Special Auto,Four-Door Car,398.502948
QB70027,CA,Female,Bachelor,7083.2124,41449.0,89.0,0,Personal Auto,Four-Door Car,63.516572
QW47320,CA,Female,Bachelor,10179.716999999999,14290.0,271.0,0,Personal Auto,Luxury SUV,1300.8
KH64733,NV,Female,College,5889.5091,62007.0,73.0,0,Personal Auto,Four-Door Car,120.015609
ON59472,AZ,Male,High School or Below,15771.3934,21921.0,206.0,0,Corporate Auto,Luxury SUV,1254.137899
HP94242,AZ,Female,Bachelor,5288.1732999999995,42621.0,66.0,0,Personal Auto,Four-Door Car,316.8
RV15398,OR,Male,College,27580.554,0.0,87.0,1,Personal Auto,Four-Door Car,417.6
EA25683,WA,Male,High School or Below,7778.5323,63786.0,196.0,0,Corporate Auto,Luxury SUV,798.002689
PW73754,CA,Female,High School or Below,7341.8613000000005,0.0,104.0,3,Personal Auto,Sports Car,82.041684
MC71942,CA,Female,High School or Below,7919.196999999999,82877.0,99.0,1,Personal Auto,Two-Door Car,22.819088
OX72195,AZ,Male,College,2163.8702,41390.31196581197,63.0,0,Corporate Auto,Two-Door Car,302.4
YQ99152,NV,Male,High School or Below,9787.8088,10475.0,88.0,1,Personal Auto,Two-Door Car,422.4
KI19439,OR,Female,High School or Below,5207.6408,21952.0,66.0,0,Personal Auto,Four-Door Car,316.8
PM76175,OR,Female,Bachelor,21147.2772,49721.0,132.0,0,Corporate Auto,Sports Car,639.971388
US45383,CA,Male,College,12280.766599999999,88340.0,102.0,0,Personal Auto,Two-Door Car,489.6
GT38956,CA,Female,College,2441.3942,0.0,65.0,0,Personal Auto,Four-Door Car,312.0
SN41301,OR,Male,Bachelor,6535.560600000001,41390.31196581197,65.0,0,Corporate Auto,Four-Door Car,468.0
BE62503,WA,Female,College,9206.5983,24589.0,82.0,0,Personal Auto,Two-Door Car,511.497882
PA16884,CA,Female,Bachelor,4118.5886,69379.0,103.0,0,Personal Auto,Two-Door Car,494.4
NC58480,NV,Female,Bachelor,4838.209,73769.0,61.0,2,Personal Auto,Four-Door Car,239.540223
NS39326,CA,Female,College,4625.5481,66670.0,114.0,0,Personal Auto,SUV,518.180364
PN18507,AZ,Male,Bachelor,14042.103000000001,88854.0,118.0,0,Personal Auto,Two-Door Car,715.252366
EK91340,OR,Male,Bachelor,7546.6134999999995,31266.0,193.0,0,Corporate Auto,Luxury Car,926.4
JY16280,CA,Female,High School or Below,2514.592,43860.0,65.0,0,Personal Auto,Four-Door Car,156.124914
ZW71731,CA,Male,Bachelor,5170.3584,89284.0,133.0,2,Corporate Auto,SUV,402.070719
ZC24631,OR,Male,College,13917.377199999999,67267.0,89.0,0,Corporate Auto,Four-Door Car,94.814032
YR34689,CA,Female,High School or Below,11318.1308,79270.0,95.0,3,Personal Auto,Four-Door Car,456.0
RT65829,OR,Male,Bachelor,4276.3636,36692.0,109.0,1,Personal Auto,Four-Door Car,523.2
BZ12077,OR,Female,High School or Below,4322.2403,0.0,119.0,0,Personal Auto,SUV,571.2
WM65373,CA,Female,College,8002.3083,41390.31196581197,107.0,0,Corporate Auto,SUV,513.6
NH35059,NV,Male,College,3885.4564,41390.31196581197,105.0,0,Corporate Auto,Four-Door Car,504.0
QD38160,OR,Male,College,4471.7782,0.0,135.0,0,Personal Auto,SUV,972.0
BM15160,CA,Female,High School or Below,8496.3528,44624.0,71.0,1,Special Auto,Four-Door Car,73.883044
VY79030,AZ,Female,College,22500.8835,41390.31196581197,71.0,0,Corporate Auto,Four-Door Car,340.8
EV19512,NV,Female,Master,16301.9676,19614.0,85.0,0,Personal Auto,Two-Door Car,574.024018
TE13577,OR,Female,College,2319.7359,0.0,64.0,0,Personal Auto,Four-Door Car,632.715382
WY97929,AZ,Male,College,8717.0498,83846.0,74.0,3,Special Auto,Four-Door Car,355.2
YG20683,WA,Male,College,2860.1117,51159.0,72.0,0,Personal Auto,Four-Door Car,4.238626
FK75497,CA,Male,College,2453.4083,83772.0,62.0,0,Personal Auto,Two-Door Car,42.248087
NE60110,AZ,Male,College,5989.7739,66839.0,154.0,0,Personal Auto,Sports Car,739.2
TN36521,AZ,Female,College,24980.225499999997,88440.0,70.0,0,Personal Auto,Two-Door Car,27.145151
HG33568,AZ,Female,Master,7482.639499999999,25666.0,63.0,2,Personal Auto,Four-Door Car,270.002766
TW17878,OR,Female,High School or Below,2457.576,52926.0,61.0,0,Personal Auto,Four-Door Car,292.8
ZO83562,NV,Female,Bachelor,2379.7412,0.0,67.0,0,Personal Auto,Four-Door Car,494.946438
CH97539,WA,Female,Bachelor,8286.964399999999,40001.0,70.0,0,Personal Auto,Four-Door Car,142.567008
CV29889,CA,Male,College,2393.9154,0.0,70.0,0,Personal Auto,Four-Door Car,425.266308
MO33320,OR,Male,College,4657.1595,18024.0,65.0,0,Personal Auto,Two-Door Car,312.0
QZ81258,OR,Female,College,13197.928899999999,0.0,68.0,3,Personal Auto,Four-Door Car,326.4
NY56352,OR,Female,Bachelor,2803.9166999999998,23220.0,74.0,0,Personal Auto,Four-Door Car,251.334247
EA27048,CA,Female,High School or Below,8646.5041,64125.0,108.0,0,Personal Auto,SUV,369.818708
UT38865,OR,Female,College,7425.8706,58042.0,62.0,0,Corporate Auto,Four-Door Car,161.419528
QC89139,OR,Female,High School or Below,4528.7374,90034.0,112.0,0,Corporate Auto,SUV,537.6
LA14484,NV,Male,High School or Below,2227.0728,27972.0,61.0,0,Special Auto,Four-Door Car,292.8
HN57556,CA,Female,High School or Below,7292.9488,0.0,65.0,0,Personal Auto,Four-Door Car,312.0
CV31235,AZ,Male,Bachelor,3184.3552,50989.0,80.0,0,Corporate Auto,Four-Door Car,255.999709
WR45726,AZ,Female,Bachelor,11315.203700000002,11885.0,101.0,0,Special Auto,Four-Door Car,484.8
LB25094,CA,Female,Bachelor,2530.7051,89451.0,63.0,0,Special Auto,Four-Door Car,61.769564
KW56110,OR,Male,Bachelor,18361.5553,0.0,182.0,0,Personal Auto,Luxury Car,1310.4
XO36233,WA,Male,Bachelor,8641.53,78904.0,109.0,0,Personal Auto,SUV,250.001424
ZX86243,AZ,Male,Doctor,3278.5319,70247.0,83.0,1,Personal Auto,Four-Door Car,141.799422
DW29763,AZ,Male,High School or Below,5271.982099999999,32653.0,67.0,0,Personal Auto,Two-Door Car,321.6
CT83377,WA,Male,High School or Below,3763.6377,93595.0,97.0,4,Special Auto,Four-Door Car,49.797016
OQ90898,CA,Male,Master,13955.569599999999,90279.0,115.0,0,Personal Auto,SUV,372.175592
GO77248,OR,Female,College,5001.5275,0.0,72.0,0,Personal Auto,Four-Door Car,542.14385
QW33258,CA,Male,Bachelor,7082.830400000001,53310.0,189.0,3,Personal Auto,Luxury Car,1360.8
OU79745,CA,Male,College,7619.482800000001,0.0,105.0,0,Personal Auto,Four-Door Car,504.0
VZ79886,OR,Female,Bachelor,12550.882,22234.0,160.0,0,Personal Auto,SUV,768.0
FI92440,WA,Female,High School or Below,32196.6004,91375.0,99.0,0,Personal Auto,Two-Door Car,72.632934
YG85980,NV,Female,High School or Below,6793.7741000000005,22250.0,86.0,0,Personal Auto,Two-Door Car,720.601429
QM74621,OR,Male,Bachelor,5272.3197,0.0,80.0,0,Personal Auto,Four-Door Car,576.0
EI71732,OR,Female,Doctor,6265.3432999999995,0.0,84.0,1,Personal Auto,Four-Door Car,481.025786
VN79010,CA,Female,High School or Below,8547.5861,51179.0,71.0,0,Corporate Auto,Four-Door Car,466.176731
FI61723,CA,Male,Bachelor,2787.4237,38667.0,72.0,0,Personal Auto,Four-Door Car,159.266473
OH55411,CA,Female,Master,4626.8011,79487.0,114.0,0,Corporate Auto,SUV,547.2
TF10720,NV,Female,Doctor,8663.364,67763.0,107.0,2,Personal Auto,Four-Door Car,41.283167
NW30838,NV,Male,High School or Below,3872.2221999999997,41390.31196581197,62.0,2,Corporate Auto,Four-Door Car,503.808329
CB58476,OR,Female,College,5170.8115,41390.31196581197,71.0,0,Corporate Auto,Four-Door Car,859.599411
WI69346,CA,Female,Master,8960.280200000001,71943.0,112.0,0,Corporate Auto,SUV,305.653785
FS76657,OR,Female,College,5471.8343,53526.0,68.0,0,Personal Auto,Four-Door Car,278.902846
YX89016,OR,Male,College,34931.0017,35005.0,295.0,0,Personal Auto,Luxury Car,1416.0
PK28821,CA,Male,College,2620.3923,24721.0,67.0,0,Personal Auto,Four-Door Car,139.963594
MB51200,WA,Male,College,19069.499499999998,0.0,102.0,2,Personal Auto,Four-Door Car,734.4
XG44587,AZ,Male,Master,5757.4423,88997.0,72.0,0,Personal Auto,Four-Door Car,174.041566
FG91922,AZ,Male,Master,40224.0136,48587.0,111.0,0,Personal Auto,SUV,532.8
OM99303,AZ,Female,High School or Below,2701.4883,76310.0,67.0,0,Personal Auto,Two-Door Car,321.6
RV67546,CA,Male,Bachelor,3712.4305,73205.0,92.0,0,Personal Auto,Four-Door Car,37.299865
UJ79253,OR,Female,College,21850.84,51056.0,78.0,0,Personal Auto,Four-Door Car,95.816516
PN98247,CA,Male,College,7840.1658,58414.0,210.0,2,Personal Auto,Luxury SUV,1008.0
IB67546,CA,Female,Bachelor,8237.037900000001,23940.0,107.0,0,Personal Auto,SUV,513.6
OE19087,CA,Female,High School or Below,2243.4739,0.0,62.0,0,Personal Auto,Four-Door Car,446.4
CM95716,CA,Male,Bachelor,8434.464100000001,44216.0,71.0,0,Personal Auto,Four-Door Car,72.205362
MW62634,CA,Male,High School or Below,2227.0728,27972.0,61.0,0,Corporate Auto,Four-Door Car,292.8
QW67581,AZ,Female,High School or Below,5170.026,0.0,69.0,0,Personal Auto,Four-Door Car,331.2
SN16059,CA,Female,Master,2641.4460999999997,29305.0,66.0,0,Personal Auto,Four-Door Car,475.2
OE51254,CA,Female,College,2790.683,53882.0,69.0,0,Personal Auto,Four-Door Car,331.2
RM42344,OR,Male,College,2745.1297999999997,91757.0,69.0,1,Personal Auto,Four-Door Car,331.2
GB35238,CA,Female,Bachelor,7579.5327,33906.0,64.0,0,Personal Auto,Two-Door Car,401.592109
ML82674,OR,Male,Bachelor,10978.7803,68158.0,139.0,1,Personal Auto,SUV,253.183568
EI85244,CA,Male,College,8255.0601,0.0,134.0,3,Personal Auto,SUV,643.2
DE28132,OR,Male,College,4747.7346,42165.0,123.0,0,Corporate Auto,SUV,799.673766
TV25678,WA,Male,College,3540.9043,0.0,101.0,0,Personal Auto,SUV,727.2
TY26512,CA,Male,Doctor,3436.1342999999997,30817.0,88.0,0,Personal Auto,Four-Door Car,91.834668
OB69153,CA,Male,Bachelor,2582.1853,68074.0,65.0,0,Personal Auto,Four-Door Car,27.987867
